order_id,line_no,product_id,merchant_id,quantity,unit_price,discount_amt
961,2,1035,M07,2,59.9,0.0
961,3,1033,M07,1,45.0,2.25
962,1,1016,M04,1,189.0,9.45
963,1,1019,M04,1,18.5,0.0
963,2,1017,M04,1,12.9,0.0
964,1,1012,M03,2,24.0,0.0
965,1,1028,M06,1,32.9,0.0
965,2,1029,M06,1,79.0,0.0
966,1,1041,M09,3,59.9,8.99
966,2,1042,M09,1,45.0,4.5
967,1,1004,M01,1,45.0,0.0
968,1,1047,M10,2,45.0,0.0
968,2,1046,M10,1,45.0,0.0
968,3,1048,M10,1,59.9,0.0
969,1,1025,M05,1,79.0,0.0
969,2,1024,M05,1,45.0,2.25
970,1,1051,M11,2,18.5,0.0
970,2,1052,M11,3,45.0,0.0
971,1,1030,M06,2,45.0,0.0
972,1,1032,M07,1,59.9,3.0
973,1,1050,M10,1,18.5,0.0
973,2,1047,M10,1,45.0,0.0
973,3,1046,M10,1,45.0,0.0
974,1,1058,M12,3,18.5,0.0
975,1,1008,M02,2,45.0,0.0
976,1,1046,M10,1,45.0,0.0
976,2,1048,M10,1,59.9,3.0
977,1,1003,M01,1,189.0,18.9
977,2,1004,M01,1,45.0,0.0
978,1,1008,M02,1,45.0,0.0
978,2,1009,M02,2,12.9,1.29
979,1,1055,M11,1,129.0,12.9
980,1,1054,M11,2,129.0,0.0
980,2,1053,M11,1,24.0,0.0
981,1,1028,M06,1,32.9,0.0
982,1,1023,M05,1,79.0,0.0
983,1,1026,M06,2,32.9,3.29
983,2,1028,M06,2,32.9,0.0
984,1,1055,M11,1,129.0,0.0
985,1,1054,M11,1,129.0,0.0
